107,PCST_E28,Character,10,Product of Test Weights Multiplied by Valid scores for CST in English-language arts Grades 2-8
108,VCST_E911,Character,10,Valid Score for CST in English-language arts Grades 9-11
109,PCST_E911,Character,10,Product of Test Weights Multiplied by Valid scores for CST in English-language arts Grades 9-11
110,CW_CSTE,Character,5,School Content Area Weights Percentage in CST English-language arts
111,VCST_M28,Character,10,Valid Score for CST in mathematics Grades 2-8
112,PCST_M28,Character,10,Product of Test Weights Multiplied by Valid scores for CST in mathematics Grades 2-8
113,VCST_M911,Character,10,Valid Score for CST in mathematics Grades 9-11
114,PCST_M911,Character,10,Product of Test Weights Multiplied by Valid scores for CST in mathematics Grades 9-11
115,CW_CSTM,Character,5,School Content Area Weights Percentage in CST mathematics
116,VCST_S28,Character,10,Valid Score for CST in science Grades 2-8
117,PCST_S28,Character,10,Product of Test Weights Multiplied by Valid scores for CST in science Grades 2-8
118,VCST_S911,Character,10,Valid Score for CST in science Grades 9-11
119,PCST_S911,Character,10,Product of Test Weights Multiplied by Valid scores for CST in science Grades 9-11
120,CW_CSTS,Character,5,School Content Area Weights Percentage in CST science
121,VCST_H28,Character,10,Valid Score for CST in history-social science Grades 2-8
122,PCST_H28,Character,10,Product of Test Weights Multiplied by Valid scores for CST in history-social science Grades 2-8
123,VCST_H911,Character,10,Valid Score for CST in history-social science Grades 9-11
124,PCST_H911,Character,10,Product of Test Weights Multiplied by Valid scores for CST in history-social science Grades 9-11
125,CW_CSTH,Character,5,School Content Area Weights Percentage in CST history-social science
126,VNRT_R28,Character,10,Valid Score for Norm-Referenced Test (NRT) Reading in Grades 2-8
127,PNRT_R28,Character,10,Product of Test Weights Multiplied by Valid scores for NRT Reading in Grades 2-8
128,CW_NRTR,Character,5,School Content Area Weights Percentage in NRT Reading
129,VNRT_L28,Character,10,Valid Score for NRT Language in Grades 2-8
130,PNRT_L28,Character,10,Product of Test Weights Multiplied by Valid scores for NRT Language in Grades 2-8
131,CW_NRTL,Character,5,School Content Area Weights Percentage in NRT Language
132,VNRT_S28,Character,10,Valid Score for NRT Spelling in Grades 2-8
133,PNRT_S28,Character,10,Product of Test Weights Multiplied by Valid scores for NRT Spelling in Grades 2-8
134,CW_NRTS,Character,5,School Content Area Weights Percentage in NRT Spelling
135,VNRT_M28,Character,10,Valid Score for NRT Mathematics in Grades 2-8
136,PNRT_M28,Character,10,Product of Test Weights Multiplied by Valid scores for NRT Mathematics in Grades 2-8
137,CW_NRTM,Character,5,School Content Area Weights Percentage in NRT Mathematics
138,VCHS_E911,Character,10,Valid Score for California High School Exit Examination (CAHSEE) English-language arts in Grades 9-11
139,PCHS_E911,Character,10,Product of Test Weights Multiplied by Valid scores for CAHSEE English-language arts in Grades 9-11
140,CW_CHSE,Character,5,School Content Area Weights Percentage in CAHSEE English-language arts
141,VCHS_M911,Character,10,Valid Score for CAHSEE mathematics in Grades 9-11
142,PCHS_M911,Character,10,Product of Test Weights Multiplied by Valid scores for CAHSEE mathematics in Grades 9-11
143,CW_CHSM,Character,5,School Content Area Weights Percentage in CAHSEE mathematics
144,TOT_28,Character,10,Product of Total of Test Weights Multiplied by Total of Valid scores in Grades 2-8
145,TOT_911,Character,10,Product of Total of Test Weights Multiplied by Total of Valid scores in Grades 9-11
